0 0 4 0
0 4 4 0
0 8 4 0
0 12 4 0
0 16 4 0
0 20 4 2.76157e-16
0 24 4 0
0 28 4 0
0 32 4 0
0 36 4 0
0 40 4 0
0 44 4 0
0 48 4 0
0 52 4 -2.76157e-16
0 56 4 0
0 60 4 2.76157e-16

4 0 3.75663 2.63278e-06
4 4 3.75663 -5.76231e-06
4 8 3.75663 -1.32802e-05
4 12 3.75662 -1.87766e-05
4 16 3.75662 -2.14144e-05
4 20 3.75662 -2.07922e-05
4 24 3.75662 -1.70044e-05
4 28 3.75662 -1.06277e-05
4 32 3.75662 -2.63288e-06
4 36 3.75662 5.76279e-06
4 40 3.75662 1.3281e-05
4 44 3.75662 1.87771e-05
4 48 3.75663 2.14145e-05
4 52 3.75663 2.07917e-05
4 56 3.75663 1.70036e-05
4 60 3.75663 1.06271e-05

8 0 3.75676 5.08711e-06
8 4 3.75676 -1.12788e-05
8 8 3.75675 -2.59279e-05
8 12 3.75675 -3.66301e-05
8 16 3.75674 -4.17559e-05
8 20 3.75673 -4.05249e-05
8 24 3.75673 -3.3124e-05
8 28 3.75672 -2.068e-05
8 32 3.75672 -5.08733e-06
8 36 3.75672 1.12799e-05
8 40 3.75673 2.59296e-05
8 44 3.75674 3.66314e-05
8 48 3.75674 4.17561e-05
8 52 3.75675 4.05237e-05
8 56 3.75676 3.31223e-05
8 60 3.75676 2.06786e-05

12 0 3.75687 7.9497e-06
12 4 3.75687 -1.82173e-05
12 8 3.75686 -4.16114e-05
12 12 3.75685 -5.86713e-05
12 16 3.75683 -6.67997e-05
12 20 3.75682 -6.47585e-05
12 24 3.7568 -5.28579e-05
12 28 3.75679 -3.29094e-05
12 32 3.75679 -7.95011e-06
12 36 3.75679 1.82195e-05
12 40 3.7568 4.16149e-05
12 44 3.75682 5.8674e-05
12 48 3.75683 6.67999e-05
12 52 3.75685 6.47561e-05
12 56 3.75686 5.28542e-05
12 60 3.75687 3.29065e-05

16 0 3.75697 1.17161e-05
16 4 3.75697 -2.77173e-05
16 8 3.75695 -6.29321e-05
16 12 3.75693 -8.85677e-05
16 16 3.7569 -0.000100721
16 20 3.75687 -9.75404e-05
16 24 3.75685 -7.95093e-05
16 28 3.75683 -4.93719e-05
16 32 3.75682 -1.17169e-05
16 36 3.75682 2.77221e-05
16 40 3.75684 6.29395e-05
16 44 3.75686 8.85734e-05
16 48 3.75689 0.000100721
16 52 3.75692 9.75355e-05
16 56 3.75694 7.95016e-05
16 60 3.75696 4.9366e-05

20 0 3.75705 1.70196e-05
20 4 3.75705 -4.13151e-05
20 8 3.75703 -9.33622e-05
20 12 3.75699 -0.000131199
20 16 3.75694 -0.000149065
20 20 3.75689 -0.000144237
20 24 3.75685 -0.000117449
20 28 3.75682 -7.27761e-05
20 32 3.75681 -1.70212e-05
20 36 3.75681 4.13252e-05
20 40 3.75683 9.33781e-05
20 44 3.75687 0.000131211
20 48 3.75692 0.000149066
20 52 3.75697 0.000144227
20 56 3.75701 0.000117433
20 60 3.75704 7.27636e-05

24 0 3.75714 2.47313e-05
24 4 3.75713 -6.11865e-05
24 8 3.75709 -0.000137794
24 12 3.75703 -0.000193431
24 16 3.75696 -0.000219626
24 20 3.75688 -0.000212385
24 24 3.75681 -0.000172806
24 28 3.75676 -0.000106911
24 32 3.75674 -2.47345e-05
24 36 3.75675 6.12083e-05
24 40 3.75679 0.000137828
24 44 3.75685 0.000193457
24 48 3.75692 0.000219628
24 52 3.757 0.000212363
24 56 3.75707 0.000172771
24 60 3.75711 0.000106885

28 0 3.75723 3.60971e-05
28 4 3.75722 -9.04904e-05
28 8 3.75716 -0.000203312
28 12 3.75707 -0.000285197
28 16 3.75696 -0.000323675
28 20 3.75684 -0.000312879
28 24 3.75673 -0.000254439
28 28 3.75665 -0.000157247
28 32 3.75662 -3.61039e-05
28 36 3.75663 9.05375e-05
28 40 3.75669 0.000203385
28 44 3.75678 0.000285253
28 48 3.75689 0.000323682
28 52 3.75701 0.000312831
28 56 3.75712 0.000254365
28 60 3.7572 0.000157191

32 0 3.75736 5.29349e-05
32 4 3.75734 -0.000133866
32 8 3.75725 -0.000300309
32 12 3.75711 -0.000421067
32 16 3.75694 -0.000477748
32 20 3.75676 -0.000461699
32 24 3.7566 -0.000375339
32 28 3.75648 -0.000231802
32 32 3.75643 -5.29493e-05
32 36 3.75644 0.000133967
32 40 3.75653 0.000300467
32 44 3.75667 0.000421188
32 48 3.75684 0.000477761
32 52 3.75702 0.000461597
32 56 3.75719 0.00037518
32 60 3.7573 0.00023168

36 0 3.75754 7.79207e-05
36 4 3.75752 -0.000198161
36 8 3.75739 -0.000444122
36 12 3.75718 -0.000622543
36 16 3.75692 -0.000706244
36 20 3.75664 -0.000682433
36 24 3.7564 -0.00055468
36 28 3.75622 -0.000342408
36 32 3.75614 -7.79511e-05
36 36 3.75617 0.00019838
36 40 3.75629 0.000444461
36 44 3.75651 0.000622804
36 48 3.75677 0.000706274
36 52 3.75704 0.000682213
36 56 3.75728 0.00055434
36 60 3.75746 0.000342146

40 0 3.75783 0.00011501
40 4 3.7578 -0.000293504
40 8 3.75761 -0.000657437
40 12 3.75729 -0.000921438
40 16 3.7569 -0.00104528
40 20 3.75649 -0.00101
40 24 3.75612 -0.000820861
40 28 3.75586 -0.000506591
40 32 3.75574 -0.000115074
40 36 3.75577 0.000293975
40 40 3.75596 0.000658166
40 44 3.75628 0.000921999
40 48 3.75667 0.00104534
40 52 3.75708 0.00100953
40 56 3.75745 0.000820129
40 60 3.75771 0.000506028

44 0 3.75829 0.000170057
44 4 3.75824 -0.000434886
44 8 3.75795 -0.00097384
44 12 3.75748 -0.00136488
44 16 3.7569 -0.00154838
44 20 3.75628 -0.0014962
44 24 3.75574 -0.00121601
44 28 3.75534 -0.00075035
44 32 3.75516 -0.000170196
44 36 3.75521 0.000435899
44 40 3.7555 0.00097541
44 44 3.75597 0.00136608
44 48 3.75656 0.00154852
44 52 3.75717 0.00149518
44 56 3.75771 0.00121443
44 60 3.75811 0.000749139

48 0 3.759 0.000251738
48 4 3.75892 -0.000644485
48 8 3.7585 -0.00144306
48 12 3.7578 -0.00202268
48 16 3.75693 -0.00229492
48 20 3.75602 -0.00221785
48 24 3.7552 -0.00180266
48 28 3.75461 -0.0011123
48 32 3.75434 -0.000252035
48 36 3.75442 0.000646666
48 40 3.75484 0.00144644
48 44 3.75555 0.00202527
48 48 3.75642 0.00229521
48 52 3.75733 0.00221567
48 56 3.75814 0.00179928
48 60 3.75873 0.0011097

52 0 3.76009 0.000372902
52 4 3.75997 -0.000955095
52 8 3.75935 -0.0021387
52 12 3.75831 -0.00299828
52 16 3.75701 -0.00340261
52 20 3.75566 -0.00328907
52 24 3.75445 -0.00267379
52 28 3.75357 -0.00164986
52 32 3.75316 -0.000373541
52 36 3.75328 0.000959786
52 40 3.75391 0.00214597
52 44 3.75496 0.00300386
52 48 3.75625 0.00340323
52 52 3.75761 0.00328436
52 56 3.75881 0.0026665
52 60 3.75968 0.00164426

56 0 3.76175 0.000552579
56 4 3.76157 -0.00141512
56 8 3.76064 -0.00316956
56 12 3.7591 -0.00444483
56 16 3.75718 -0.00504604
56 20 3.75517 -0.00487935
56 24 3.75337 -0.00396764
56 28 3.75206 -0.00244849
